target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,stellar_mass_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 411128821,411128821,100,100,10.75,178.3643,-67.1235,3,3,4533.0,0.70334,,86.2152,DWARF,0,1.844331,411
TIC 449557403,449557403,100,100,8.5,200.3636,-63.2277,3,4,6368.0,1.19529,,99.9857,DWARF,0,1.854947,412
TIC 426882871,426882871,100,100,12.03,236.7657,-69.7378,4,1,5407.0,0.686909,,213.873,DWARF,0,2.079798,413
TIC 396221451,396221451,100,100,11.71,211.6682,-73.2434,4,2,3464.0,0.529856,,60.8606,DWARF,0,1.790316,414
TIC 295593712,295593712,100,100,10.08,273.8467,-68.5952,4,3,5343.0,0.817661,,101.606,DWARF,0,1.841147,415
TIC 380783252,380783252,100,100,9.78,269.7145,-60.9233,4,4,5188.0,0.943786,,98.8783,DWARF,0,1.905747,416
TIC 53958105,53958105,100,100,8.04,159.3623,-29.9849,1,1,6182.1,1.15932,,74.9707,DWARF,0,1.736407,417
TIC 14681209,14681209,100,100,13.85,174.431,-26.4448,1,2,3108.0,0.265031,,56.8623,DWARF,0,1.616593,418
TIC 56662591,56662591,100,100,9.46,158.578,-9.1626,1,3,5220.0,0.829943,,75.7444,DWARF,0,1.730097,419
TIC 33301586,33301586,100,100,12.56,149.7247,-11.2472,1,4,3392.0,0.409356,,60.654,DWARF,0,1.736202,420
TIC 93470550,93470550,100,100,13.83,175.3024,-48.7718,2,1,3342.0,0.34639,,86.9041,DWARF,0,1.845131,421
TIC 22856975,22856975,100,100,10.04,186.1085,-44.0676,2,2,4899.0,0.726237,,76.2115,DWARF,0,1.730157,422
TIC 141939885,141939885,100,100,9.28,177.9203,-33.1938,2,3,5486.0,0.863402,,79.787,DWARF,0,1.728426,423
TIC 151738776,151738776,100,100,10.21,167.3988,-38.1572,2,4,4909.0,0.769389,,87.7808,DWARF,0,1.814292,424
TIC 411885590,411885590,100,100,8.11,189.8379,-55.6542,3,1,6346.0,1.40498,,97.2107,DWARF,0,1.91734,425
TIC 379329149,379329149,100,100,9.41,181.0594,-64.3143,3,2,5955.0,0.99946,,107.817,DWARF,0,1.881531,426
TIC 341776926,341776926,100,100,8.2,203.4454,-68.5191,3,3,6239.0,1.27217,,91.2015,DWARF,0,1.84909,427
TIC 401626459,401626459,100,100,9.1,220.159,-60.0271,3,4,5132.0,1.07863,,80.6692,DWARF,0,1.885745,428
TIC 296375776,296375776,100,100,9.62,223.6127,-65.343,4,1,5736.0,1.19761,,133.798,DWARF,0,2.080631,429
TIC 418740319,418740319,100,100,10.29,212.7056,-79.6317,4,2,4717.0,0.740782,,80.0958,DWARF,0,1.797381,430
TIC 352140701,352140701,100,100,10.37,287.2375,-74.7461,4,3,4864.0,0.770436,,92.7793,DWARF,0,1.847473,431
TIC 304845449,304845449,100,100,8.58,260.8525,-64.2828,4,4,6426.0,1.25606,,109.073,DWARF,0,1.914021,432
TIC 168140976,168140976,100,100,12.98,152.9979,-28.8256,1,1,3443.0,0.372182,,67.7836,DWARF,0,1.737511,433
TIC 20325758,20325758,100,100,12.58,167.5638,-24.1954,1,2,3190.0,0.35701,,46.755,DWARF,0,1.621361,434
TIC 391843469,391843469,100,100,8.55,160.4506,-14.7085,1,3,5598.0,1.03702,,71.2674,DWARF,0,1.741574,435
TIC 289668177,289668177,100,100,8.66,146.0587,-11.8728,1,4,5754.0,1.00827,,76.3636,DWARF,0,1.739154,436
TIC 80682484,80682484,100,100,9.04,165.9548,-50.8871,2,1,5910.0,1.05204,,99.5473,DWARF,0,1.852065,437
TIC 165290827,165290827,100,100,9.33,178.9649,-40.5158,2,2,4980.0,0.862906,,67.5612,DWARF,0,1.737927,438
TIC 23434737,23434737,100,100,8.0,168.2278,-34.4071,2,3,5742.22,1.17321,,64.9943,DWARF,0,1.738752,439
TIC 106608272,106608272,100,100,11.76,160.2175,-39.1003,2,4,3498.0,0.544865,,67.0815,DWARF,0,1.824578,440
TIC 273388181,273388181,100,100,11.58,185.8922,-51.0396,3,1,4872.69,0.6356,,131.645,DWARF,0,1.922368,441
TIC 466744106,466744106,100,100,10.73,166.603,-63.7241,3,2,5495.0,0.738068,,126.183,DWARF,0,1.882193,442
TIC 313392862,313392862,100,100,13.55,183.4756,-68.9113,3,3,3449.0,0.381176,,89.1056,DWARF,0,1.872251,443
TIC 332408370,332408370,100,100,11.07,212.8125,-60.0279,3,4,4472.0,0.699419,,96.0082,DWARF,0,1.903475,444
TIC 42603860,42603860,100,100,9.83,228.481,-58.6118,4,1,6021.0,1.14622,,151.408,DWARF,0,2.084536,445
TIC 384423732,384423732,100,100,13.71,250.2223,-79.3718,4,2,2968.0,0.338779,,65.6636,DWARF,0,1.801833,446
TIC 343452257,343452257,100,100,11.58,268.6204,-73.0208,4,3,3887.0,0.586559,,75.9882,DWARF,0,1.852623,447
TIC 171898698,171898698,100,100,8.02,255.3454,-59.7607,4,4,6384.0,1.43278,,95.5185,DWARF,0,1.916359,448
TIC 71035967,71035967,100,100,10.07,153.1514,-32.4103,1,1,4662.0,0.738907,,70.4144,DWARF,0,1.75118,449
TIC 433012333,433012333,100,100,11.05,170.4601,-24.1877,1,2,3676.0,0.523231,,47.6035,DWARF,0,1.647387,450
TIC 391808645,391808645,100,100,7.17,160.0417,-16.3731,1,3,6011.53,1.43841,,59.4862,DWARF,0,1.749765,451
TIC 36835297,36835297,100,100,8.63,155.7903,-9.6841,1,4,5728.0,1.03831,,77.1376,DWARF,0,1.758654,452
TIC 163028436,163028436,100,100,13.17,172.1105,-44.2954,2,1,3221.0,0.407235,,76.3263,DWARF,0,1.85369,453
TIC 72677673,72677673,100,100,13.92,188.318,-44.7272,2,2,3262.0,0.300429,,73.4826,DWARF,0,1.739484,454
TIC 142312635,142312635,100,100,7.01,181.1435,-31.1877,2,3,6375.68,1.48893,,62.6106,DWARF,0,1.747749,455
TIC 106989982,106989982,100,100,8.88,161.7902,-41.3047,2,4,6374.0,1.10776,,108.45,DWARF,0,1.864891,456
TIC 404010167,404010167,100,100,13.38,188.6703,-49.6575,3,1,3320.0,0.4226,,88.7693,DWARF,0,1.927859,457
TIC 321005743,321005743,100,100,11.01,175.1132,-63.428,3,2,6202.0,0.699338,,126.715,DWARF,0,1.891374,458
TIC 438863615,438863615,100,100,8.76,195.4558,-62.4812,3,3,5940.0,1.16679,,97.8124,DWARF,0,1.885985,459
TIC 332410980,332410980,100,100,11.17,213.0508,-60.0571,3,4,4418.0,0.685156,,95.7874,DWARF,0,1.905579,460
TIC 343582564,343582564,100,100,11.67,241.3073,-62.5732,4,1,5325.0,0.755292,,192.214,DWARF,0,2.09023,461
TIC 1003482141,1003482141,100,100,10.44,212.7091,-79.6311,4,2,4596.0,0.726758,,79.6814,DWARF,0,1.81078,462
TIC 398401113,398401113,100,100,12.23,284.8035,-77.9947,4,3,3605.0,0.505304,,75.1184,DWARF,0,1.853105,463
TIC 294533778,294533778,100,100,8.05,266.2541,-67.1304,4,4,6436.0,1.42446,,98.0704,DWARF,0,1.917301,464
TIC 71250579,71250579,100,100,11.36,154.3486,-30.6726,1,1,3680.0,0.559396,,54.1954,DWARF,0,1.767439,465
TIC 5531391,5531391,100,100,9.37,163.5118,-23.5431,1,2,4847.0,0.786935,,59.3554,DWARF,0,1.665878,466
TIC 54965739,54965739,100,100,8.91,160.3213,-7.96,1,3,5587.0,0.967494,,78.0928,DWARF,0,1.753297,467
TIC 36705475,36705475,100,100,9.55,154.391,-9.7548,1,4,5545.0,0.882461,,94.2293,DWARF,0,1.801391,468
TIC 162807942,162807942,100,100,13.3,171.1059,-46.9511,2,1,3373.0,0.395643,,80.1997,DWARF,0,1.854607,469
TIC 73714894,73714894,100,100,12.59,192.2266,-45.3407,2,2,3410.0,0.4117,,61.1709,DWARF,0,1.747162,470
TIC 448741117,448741117,100,100,10.2,182.1342,-33.2846,2,3,4364.0,0.716425,,62.1309,DWARF,0,1.750341,471
TIC 106756918,106756918,100,100,12.1,160.8411,-41.3776,2,4,3330.0,0.535517,,69.6044,DWARF,0,1.877547,472
TIC 256339165,256339165,100,100,9.12,199.8132,-54.8081,3,1,6417.0,1.13229,,121.321,DWARF,0,1.931915,473
TIC 308001339,308001339,100,100,8.22,167.3688,-56.16,3,2,6209.0,1.32954,,90.4926,DWARF,0,1.891403,474
TIC 448728685,448728685,100,100,13.58,213.0493,-69.9892,3,3,3603.0,0.389721,,100.28,DWARF,0,1.897508,475
TIC 314551036,314551036,100,100,8.94,202.5725,-62.3466,3,4,5897.0,1.14973,,102.267,DWARF,0,1.909192,476
TIC 446872386,446872386,100,100,9.43,232.223,-66.4927,4,1,6009.0,1.2709,,144.713,DWARF,0,2.094223,477
TIC 384066761,384066761,100,100,10.44,240.8586,-81.3273,4,2,4765.0,0.728554,,86.3445,DWARF,0,1.812923,478
TIC 304859461,304859461,100,100,10.56,279.8313,-70.7572,4,3,4489.0,0.742998,,81.5144,DWARF,0,1.853975,479
TIC 447320963,447320963,100,100,10.57,251.3597,-64.0556,4,4,5166.11,0.810014,,119.703,DWARF,0,1.930985,480
TIC 168077515,168077515,100,100,12.68,152.778,-25.1865,1,1,3309.0,0.418101,,62.5827,DWARF,0,1.778562,481
TIC 219311128,219311128,100,100,13.61,171.7381,-19.586,1,2,3262.0,0.301001,,64.2374,DWARF,0,1.679136,482
TIC 54958691,54958691,100,100,12.8,159.9081,-8.9662,1,3,3442.0,0.401001,,70.7033,DWARF,0,1.766291,483
TIC 422204382,422204382,100,100,13.61,151.2318,-14.7108,1,4,3257.0,0.348185,,66.0495,DWARF,0,1.80562,484
TIC 120591486,120591486,100,100,10.52,163.6877,-50.8846,2,1,5260.0,0.751452,,109.229,DWARF,0,1.855802,485
TIC 72927460,72927460,100,100,9.75,189.0764,-47.0283,2,2,4838.0,0.792286,,70.7556,DWARF,0,1.747764,486
TIC 270229285,270229285,100,100,9.62,173.6636,-29.8691,2,3,5624.0,0.828398,,93.7815,DWARF,0,1.760478,487
TIC 54238138,54238138,100,100,10.83,160.9486,-33.1551,2,4,4526.0,0.733244,,92.6712,DWARF,0,1.896497,488
TIC 163032292,163032292,100,100,9.69,190.9673,-51.0443,3,1,5868.0,0.995202,,121.531,DWARF,0,1.933822,489
TIC 268472260,268472260,100,100,7.88,176.9176,-58.331,3,2,6493.0,1.43972,,93.4406,DWARF,0,1.892556,490
TIC 395688038,395688038,100,100,8.29,208.8031,-72.7339,3,3,6267.0,1.31987,,97.3766,DWARF,0,1.899062,491
TIC 327015234,327015234,100,100,11.71,210.429,-64.0893,3,4,3546.0,0.610575,,75.9266,DWARF,0,1.913478,492
TIC 343582551,343582551,100,100,11.53,241.3153,-62.5713,4,1,5424.0,0.785615,,193.378,DWARF,0,2.09642,493
TIC 418381079,418381079,100,100,11.77,200.6854,-78.406,4,2,3717.0,0.544338,,69.5326,DWARF,0,1.825737,494
TIC 292619829,292619829,100,100,13.12,270.751,-72.9748,4,3,3525.0,0.415141,,84.4007,DWARF,0,1.860391,495
TIC 255985064,255985064,100,100,11.04,266.8116,-67.9732,4,4,4586.0,0.730464,,103.25,DWARF,0,1.935198,496
TIC 49043805,49043805,100,100,11.47,164.2953,-30.2328,1,1,3777.0,0.55716,,63.7162,DWARF,0,1.78596,497
TIC 437230158,437230158,100,100,12.26,164.7098,-23.7726,1,2,2964.0,0.41301,,43.9922,DWARF,0,1.683921,498
TIC 181791076,181791076,100,100,12.89,165.6091,-16.4007,1,3,3317.0,0.39432,,65.7155,DWARF,0,1.769698,499
TIC 36705476,36705476,100,100,9.34,154.3951,-9.7542,1,4,5691.0,0.937063,,95.0748,DWARF,0,1.811538,500
