target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 36834571,36834571,100,100,9.42,155.8589,-11.8752,1,4,5347.0,0.929708,87.5658,DWARF,0,1.820693,532
TIC 162582602,162582602,100,100,10.29,170.2617,-46.4419,2,1,5256.0,0.811902,107.718,DWARF,0,1.877007,533
TIC 135050395,135050395,100,100,9.58,184.8366,-39.857,2,2,5371.0,0.837717,85.3758,DWARF,0,1.762195,534
TIC 181150051,181150051,100,100,9.59,174.0673,-38.0367,2,3,4917.0,0.855564,73.492,DWARF,0,1.782505,535
TIC 49066806,49066806,100,100,11.21,164.6759,-35.341,2,4,4189.0,0.696161,86.8636,DWARF,0,1.927419,536
TIC 401225565,401225565,100,100,8.59,187.6921,-51.112,3,1,6287.0,1.28981,107.229,DWARF,0,1.939051,537
TIC 320074125,320074125,100,100,9.1,174.4643,-65.7676,3,2,5095.0,1.09691,81.0269,DWARF,0,1.900342,538
TIC 394272900,394272900,100,100,10.17,199.3367,-72.9824,3,3,5218.0,0.894872,109.598,DWARF,0,1.937522,539
TIC 413721640,413721640,100,100,10.83,215.263,-59.8427,3,4,5197.0,0.779535,123.674,DWARF,0,1.949671,540
TIC 298823012,298823012,100,100,9.52,243.2625,-63.5085,4,1,6439.0,1.25585,167.107,DWARF,0,2.101876,541
TIC 309651717,309651717,100,100,7.58,248.0722,-76.5114,4,2,5916.29,1.4576,71.1933,DWARF,0,1.843277,542
TIC 292776064,292776064,100,100,12.74,275.3958,-72.1783,4,3,3550.0,0.456064,81.4158,DWARF,0,1.866052,543
TIC 307233955,307233955,100,100,10.15,267.5985,-62.2803,4,4,5445.0,0.911061,121.549,DWARF,0,1.949095,544
TIC 11526793,11526793,100,100,13.35,149.7919,-25.6987,1,1,3258.0,0.370668,73.4938,DWARF,0,1.80797,545
TIC 335439472,335439472,100,100,11.63,170.6347,-16.823,1,2,3655.0,0.502139,57.5263,DWARF,0,1.727648,546
TIC 410066200,410066200,100,100,12.95,162.3222,-15.5304,1,3,3421.0,0.400921,74.3921,DWARF,0,1.796118,547
TIC 289669006,289669006,100,100,8.15,146.0317,-14.033,1,4,6392.0,1.24786,89.2038,DWARF,0,1.822332,548
TIC 397334810,397334810,100,100,13.34,175.0427,-47.5946,2,1,3311.0,0.405298,83.395,DWARF,0,1.883549,549
TIC 144219766,144219766,100,100,11.57,188.9417,-41.2649,2,2,3382.0,0.530238,56.7793,DWARF,0,1.762942,550
TIC 57211349,57211349,100,100,8.67,170.9643,-31.6477,2,3,6061.0,1.06006,88.3684,DWARF,0,1.784661,551
TIC 105992511,105992511,100,100,13.56,157.5133,-39.6945,2,4,3264.0,0.406502,95.5963,DWARF,0,1.930125,552
TIC 412750979,412750979,100,100,13.45,193.3343,-54.5818,3,1,3455.0,0.422787,98.1116,DWARF,0,1.942243,553
TIC 390229165,390229165,100,100,9.29,183.874,-55.67,3,2,5561.0,1.05038,102.135,DWARF,0,1.900693,554
TIC 956099551,956099551,100,100,13.6,186.8818,-72.6706,3,3,3360.0,0.410402,87.5256,DWARF,0,1.946419,555
TIC 68515382,68515382,100,100,13.41,202.7191,-59.3718,3,4,3164.0,0.433011,88.6869,DWARF,0,1.954998,556
TIC 360696800,360696800,100,100,13.49,241.08,-69.1355,4,1,3664.0,0.507597,139.813,DWARF,0,2.109038,557
TIC 262910345,262910345,100,100,13.88,221.3848,-80.1206,4,2,3134.0,0.341943,78.7382,DWARF,0,1.843907,558
TIC 265127024,265127024,100,100,8.6,293.6732,-72.7958,4,3,5321.12,1.21265,77.5776,DWARF,0,1.887471,559
TIC 365558320,365558320,100,100,9.44,273.9344,-62.5436,4,4,5708.0,1.07781,113.354,DWARF,0,1.953084,560
TIC 167905035,167905035,100,100,8.63,151.7077,-29.9671,1,1,5816.0,1.10194,83.9132,DWARF,0,1.810316,561
TIC 167882133,167882133,100,100,13.16,163.159,-23.5237,1,2,3226.0,0.357746,63.5279,DWARF,0,1.73915,562
TIC 47378923,47378923,100,100,8.32,162.8016,-5.8934,1,3,6205.0,1.17272,86.4867,DWARF,0,1.802389,563
TIC 101170045,101170045,100,100,8.15,152.9912,-13.563,1,4,6248.0,1.25685,86.4557,DWARF,0,1.828567,564
TIC 81785393,81785393,100,100,11.45,168.0545,-53.7541,2,1,4496.0,0.628532,101.592,DWARF,0,1.886655,565
TIC 61475565,61475565,100,100,13.75,176.0991,-42.5504,2,2,3460.0,0.322932,81.6655,DWARF,0,1.768222,566
TIC 181150811,181150811,100,100,7.42,174.0466,-37.0658,2,3,5857.0,1.43512,63.8897,DWARF,0,1.797776,567
TIC 71621600,71621600,100,100,10.58,156.2031,-34.4499,2,4,5120.0,0.808246,115.65,DWARF,0,1.931087,568
TIC 256168939,256168939,100,100,13.09,199.4835,-54.9283,3,1,3191.0,0.461066,83.3728,DWARF,0,1.945526,569
TIC 451670179,451670179,100,100,11.06,172.2764,-56.7954,3,2,4411.0,0.710641,94.1395,DWARF,0,1.915301,570
TIC 327656082,327656082,100,100,13.67,189.9052,-71.9051,3,3,3451.0,0.410843,105.766,DWARF,0,1.961352,571
TIC 328213297,328213297,100,100,12.45,210.8232,-61.6686,3,4,3584.0,0.550051,92.435,DWARF,0,1.970806,572
TIC 446942641,446942641,100,100,10.51,232.9849,-67.6314,4,1,5957.96,1.02035,189.16,DWARF,0,2.119498,573
TIC 403404207,403404207,100,100,11.84,229.7364,-76.9569,4,2,3956.0,0.556287,80.5414,DWARF,0,1.858598,574
TIC 343448916,343448916,100,100,9.06,268.7026,-76.8419,4,3,6355.0,1.09119,112.9,DWARF,0,1.887801,575
TIC 75926120,75926120,100,100,10.36,268.4673,-56.7695,4,4,5678.0,0.89093,140.465,DWARF,0,1.971687,576
TIC 71450844,71450844,100,100,10.01,155.2009,-30.7736,1,1,4834.0,0.823868,82.8015,DWARF,0,1.833715,577
TIC 429152614,429152614,100,100,11.85,173.1708,-26.8694,1,2,2974.0,0.494235,46.3989,DWARF,0,1.757867,578
TIC 181804551,181804551,100,100,12.28,165.715,-15.7301,1,3,3379.0,0.475673,64.6829,DWARF,0,1.810617,579
TIC 36890022,36890022,100,100,8.28,156.4646,-10.0314,1,4,6266.0,1.22116,89.6601,DWARF,0,1.829545,580
TIC 163360033,163360033,100,100,11.1,173.4292,-44.7336,2,1,4621.0,0.686842,101.597,DWARF,0,1.893714,581
TIC 181113288,181113288,100,100,13.35,174.0399,-41.8105,2,2,3488.0,0.354897,78.191,DWARF,0,1.770205,582
TIC 107019346,107019346,100,100,10.79,182.8815,-34.2818,2,3,3609.0,0.667751,58.0931,DWARF,0,1.807229,583
TIC 151737954,151737954,100,100,9.33,167.4165,-39.1131,2,4,6053.0,1.09498,119.694,DWARF,0,1.944812,584
TIC 288224717,288224717,100,100,13.44,187.3017,-50.9075,3,1,3461.0,0.425812,98.6434,DWARF,0,1.946436,585
TIC 295238189,295238189,100,100,13.53,170.7413,-66.5339,3,2,3366.0,0.403164,90.2227,DWARF,0,1.916963,586
TIC 440091947,440091947,100,100,10.14,196.4389,-62.9198,3,3,5388.0,0.940457,123.917,DWARF,0,1.974678,587
TIC 411593353,411593353,100,100,10.73,218.8015,-58.6627,3,4,5716.0,0.830642,149.501,DWARF,0,1.984828,588
TIC 350462067,350462067,100,100,11.54,246.3304,-62.0329,4,1,5385.0,0.806438,198.345,DWARF,0,2.121142,589
TIC 384339667,384339667,100,100,12.19,246.9925,-80.2399,4,2,3590.0,0.513712,75.4363,DWARF,0,1.859439,590
TIC 407576047,407576047,100,100,9.78,264.1884,-76.7033,4,3,6148.0,0.93136,121.871,DWARF,0,1.894235,591
TIC 1314151068,1314151068,100,100,10.68,253.8093,-58.4775,4,4,5402.0,0.835148,140.315,DWARF,0,1.979527,592
TIC 70905821,70905821,100,100,8.24,152.6168,-33.5673,1,1,6461.0,1.25672,95.0789,DWARF,0,1.846477,593
TIC 20318766,20318766,100,100,10.74,167.098,-29.633,1,2,3990.0,0.641033,56.8949,DWARF,0,1.761761,594
TIC 148498368,148498368,100,100,8.2,163.8327,-7.6012,1,3,6245.0,1.22076,86.0417,DWARF,0,1.813261,595
TIC 422201347,422201347,100,100,10.57,151.0044,-17.6598,1,4,4554.0,0.721303,82.162,DWARF,0,1.830235,596
TIC 147408495,147408495,100,100,9.73,163.0581,-45.182,2,1,6038.0,0.942309,124.189,DWARF,0,1.894387,597
TIC 181113291,181113291,100,100,13.49,174.0389,-41.8099,2,2,3460.0,0.345462,78.4463,DWARF,0,1.774801,598
TIC 57608500,57608500,100,100,11.93,173.4643,-31.8638,2,3,3388.0,0.513949,58.89909,DWARF,0,1.80784,599
TIC 147208702,147208702,100,100,12.09,162.234,-42.1889,2,4,3850.0,0.583942,92.8592,DWARF,0,1.950739,600
TIC 162694692,162694692,100,100,12.42,190.818,-52.3479,3,1,3740.0,0.540174,95.5243,DWARF,0,1.949067,601
TIC 280667164,280667164,100,100,10.48,172.9477,-67.0104,3,2,5564.0,0.81609,130.654,DWARF,0,1.919476,602
TIC 335836484,335836484,100,100,12.05,195.0182,-69.439,3,3,3333.0,0.614482,83.0686,DWARF,0,1.987018,603
TIC 314906016,314906016,100,100,13.21,202.7777,-61.3769,3,4,3778.0,0.472023,111.017,DWARF,0,1.989926,604
TIC 284505272,284505272,100,100,9.99,233.6122,-59.3157,4,1,6008.0,1.15766,164.616,DWARF,0,2.125162,605
TIC 282222672,282222672,100,100,10.26,210.5317,-79.8297,4,2,5826.0,0.820621,128.719,DWARF,0,1.880285,606
TIC 352002233,352002233,100,100,10.31,283.0107,-73.9158,4,3,5083.0,0.825614,102.484,DWARF,0,1.895554,607
TIC 365466012,365466012,100,100,12.66,273.398,-60.7886,4,4,3316.0,0.531469,84.1493,DWARF,0,1.982956,608
TIC 358850612,358850612,100,100,12.31,151.6642,-22.8663,1,1,3752.0,0.505164,79.5913,DWARF,0,1.868865,609
TIC 32662807,32662807,100,100,7.14,176.6164,-24.9765,1,2,5949.93,1.47994,58.6885,DWARF,0,1.768488,610
TIC 902138429,902138429,100,100,9.7,161.0795,-17.529,1,3,5349.0,0.873089,93.5731,DWARF,0,1.822117,611
TIC 308775024,308775024,100,100,11.95,151.6616,-13.4343,1,4,3688.0,0.532775,73.4169,DWARF,0,1.843088,612
TIC 92757286,92757286,100,100,8.11,173.8911,-52.4686,2,1,6000.0,1.40305,88.6441,DWARF,0,1.916146,613
TIC 389256752,389256752,100,100,10.65,179.8361,-47.4611,2,2,4533.27,0.670501,79.3213,DWARF,0,1.782799,614
TIC 180995270,180995270,100,100,13.02,172.833,-36.3974,2,3,3339.0,0.401632,69.5567,DWARF,0,1.811657,615
TIC 393478594,393478594,100,100,9.72,167.7555,-42.2853,2,4,5851.0,1.00982,124.9,DWARF,0,1.952488,616
TIC 253204497,253204497,100,100,9.28,195.04,-54.0316,3,1,6129.0,1.11861,120.272,DWARF,0,1.953357,617
TIC 467368706,467368706,100,100,11.13,168.4193,-64.8165,3,2,3522.0,0.704069,68.0421,DWARF,0,1.92123,618
TIC 448256726,448256726,100,100,13.58,209.0412,-70.326,3,3,3175.0,0.433117,94.4502,DWARF,0,1.98921,619
TIC 316895281,316895281,100,100,13.87,203.693,-59.9948,3,4,3157.0,0.408721,97.0436,DWARF,0,1.996854,620
TIC 299982545,299982545,100,100,10.7,244.4724,-62.9122,4,1,5972.0,0.983709,198.356,DWARF,0,2.125733,621
TIC 395328105,395328105,100,100,13.15,206.2481,-76.1151,4,2,3191.0,0.424176,75.2708,DWARF,0,1.885092,622
TIC 407923713,407923713,100,100,10.58,290.7746,-74.7537,4,3,4602.0,0.786722,92.2406,DWARF,0,1.907643,623
TIC 255985025,255985025,100,100,12.54,266.8263,-68.0031,4,4,3731.0,0.54863,102.42,DWARF,0,1.986559,624
TIC 47720998,47720998,100,100,11.06,158.879,-28.2952,1,1,4321.0,0.676812,85.1655,DWARF,0,1.872936,625
TIC 5531389,5531389,100,100,11.49,163.5026,-23.5459,1,2,3612.0,0.55066,60.3312,DWARF,0,1.779767,626
TIC 47425894,47425894,100,100,9.73,164.9402,-5.3703,1,3,5236.88,0.869452,91.9641,DWARF,0,1.824491,627
TIC 296860004,296860004,100,100,7.67,158.4628,-17.8261,1,4,6017.0,1.43613,74.9038,DWARF,0,1.848388,628
TIC 81314581,81314581,100,100,10.62,167.2606,-48.6672,2,1,5280.41,0.791725,123.31,DWARF,0,1.921149,629
TIC 258317674,258317674,100,100,9.4,182.2965,-46.3957,2,2,5323.0,0.89778,83.0425,DWARF,0,1.78634,630
TIC 23559335,23559335,100,100,8.67,169.1164,-35.8619,2,3,5447.0,1.11261,76.6133,DWARF,0,1.826686,631
TIC 49067356,49067356,100,100,13.36,164.8605,-35.6352,2,4,3319.0,0.439441,98.7904,DWARF,0,1.957801,632
TIC 405984125,405984125,100,100,11.14,193.838,-59.2274,3,1,5173.0,0.730139,136.23,DWARF,0,1.954811,633
TIC 376271560,376271560,100,100,13.7,179.3206,-54.5402,3,2,3411.0,0.391597,100.957,DWARF,0,1.925679,634
TIC 448493902,448493902,100,100,11.16,210.937,-69.6245,3,3,4603.0,0.756842,103.222,DWARF,0,1.99001,635
TIC 418282828,418282828,100,100,9.76,223.9146,-59.219,3,4,5318.0,1.05304,113.285,DWARF,0,1.99689,636
TIC 42603984,42603984,100,100,9.34,228.4968,-58.6214,4,1,6269.0,1.34933,151.626,DWARF,0,2.128236,637
TIC 446850121,446850121,100,100,10.42,218.7335,-70.5023,4,2,5165.0,0.795523,107.416,DWARF,0,1.885305,638
TIC 311961018,311961018,100,100,10.99,264.23,-76.7198,4,3,5174.0,0.716159,120.329,DWARF,0,1.908019,639
TIC 307057818,307057818,100,100,8.55,267.1488,-62.9383,4,4,6179.0,1.37627,109.837,DWARF,0,1.987407,640
TIC 187989780,187989780,100,100,8.25,159.8465,-27.9498,1,1,6476.0,1.29466,98.9585,DWARF,0,1.874311,641
TIC 168406593,168406593,100,100,8.76,166.7879,-26.0869,1,2,5401.4,1.03539,72.648,DWARF,0,1.782208,642
TIC 289822471,289822471,100,100,8.41,161.3189,-17.4233,1,3,6261.0,1.18216,92.2407,DWARF,0,1.827353,643
TIC 308775315,308775315,100,100,8.05,151.6638,-12.4715,1,4,6432.0,1.3163,91.5121,DWARF,0,1.84871,644
TIC 94346626,94346626,100,100,10.43,177.1672,-52.388,2,1,5289.0,0.833621,119.672,DWARF,0,1.927937,645
TIC 61701267,61701267,100,100,8.72,176.8403,-44.0046,2,2,6037.0,1.05782,89.5681,DWARF,0,1.792824,646
TIC 142002253,142002253,100,100,12.91,178.2331,-32.5174,2,3,3392.0,0.419331,117.830345,DWARF,0,1.827114,647
TIC 54415299,54415299,100,100,8.88,162.0398,-32.0192,2,4,5815.0,1.24417,104.314,DWARF,0,1.965759,648
TIC 68286377,68286377,100,100,10.58,202.5793,-54.7327,3,1,5166.0,0.832153,119.396,DWARF,0,1.956406,649
TIC 265849686,265849686,100,100,11.02,174.6471,-57.714,3,2,5244.0,0.729253,134.003,DWARF,0,1.929756,650
TIC 359698428,359698428,100,100,10.64,184.689,-72.1066,3,3,5896.0,0.860948,156.864,DWARF,0,1.997954,651
TIC 321513424,321513424,100,100,10.94,205.7648,-62.9138,3,4,5871.0,0.811538,162.496,DWARF,0,2.006618,652
TIC 65306859,65306859,100,100,11.88,235.7372,-58.5618,4,1,4771.0,0.760859,165.272,DWARF,0,2.138608,653
TIC 406778900,406778900,100,100,9.59,224.6773,-79.1919,4,2,5813.0,0.965638,111.582,DWARF,0,1.887629,654
TIC 343883861,343883861,100,100,13.85,276.1262,-72.8573,4,3,3455.0,0.372105,102.19,DWARF,0,1.911331,655
TIC 291320884,291320884,100,100,12.93,260.9553,-57.4118,4,4,3507.0,0.503425,99.7804,DWARF,0,1.98987,656
TIC 71670639,71670639,100,100,11.8,156.2971,-32.7379,1,1,3348.0,0.573969,63.9591751,DWARF,0,1.877777,657
TIC 429305306,429305306,100,100,9.84,167.9044,-20.5191,1,2,5494.0,0.808679,97.1406,DWARF,0,1.783552,658
TIC 34945703,34945703,100,100,11.35,164.0398,-5.6731,1,3,3910.0,0.610212,71.3181,DWARF,0,1.840961,659
TIC 192559584,192559584,100,100,12.22,154.791,-18.109,1,4,3560.0,0.505469,72.8029,DWARF,0,1.851389,660
TIC 80933690,80933690,100,100,8.84,166.3389,-51.2695,2,1,5947.0,1.2031,100.742,DWARF,0,1.928603,661
TIC 134977282,134977282,100,100,13.38,184.4426,-36.5884,2,2,3460.0,0.362757,79.4067,DWARF,0,1.795232,662
TIC 23612156,23612156,100,100,10.52,169.7519,-33.5706,2,3,5510.0,0.729704,117.885,DWARF,0,1.830293,663
TIC 49178630,49178630,100,100,9.64,165.4657,-34.7048,2,4,4097.0,1.05168,59.9823,DWARF,0,1.971767,664
TIC 288376902,288376902,100,100,11.78,192.4817,-46.1271,3,1,4153.82,0.635824,108.361,DWARF,0,1.962674,665
TIC 375729536,375729536,100,100,13.69,178.7358,-59.9466,3,2,3108.0,0.397386,85.364,DWARF,0,1.936425,666
TIC 297223601,297223601,100,100,12.0,180.0684,-67.206,3,3,3710.0,0.630591,97.7594,DWARF,0,1.999496,667
TIC 449557444,449557444,100,100,12.53,200.3661,-63.2314,3,4,3603.0,0.563299,100.9,DWARF,0,2.007478,668
TIC 426895534,426895534,100,100,12.56,236.888,-69.3893,4,1,3979.0,0.652064,145.157,DWARF,0,2.14058,669
TIC 396652558,396652558,100,100,10.21,214.5806,-76.9835,4,2,5132.0,0.846365,103.156,DWARF,0,1.897115,670
TIC 382076770,382076770,100,100,13.91,285.6326,-69.3241,4,3,3407.0,0.370493,100.736,DWARF,0,1.91956,671
TIC 290993535,290993535,100,100,13.56,256.5405,-63.5255,4,4,3456.0,0.440871,111.232,DWARF,0,2.000623,672
TIC 193136669,193136669,100,100,13.06,157.1903,-28.5105,1,1,2963.0,0.431035,61.2891,DWARF,0,1.881025,673
TIC 219443066,219443066,100,100,11.39,172.4632,-21.7699,1,2,3621.0,0.570739,58.6625,DWARF,0,1.790875,674
TIC 334889572,334889572,100,100,9.4,171.6405,-13.664,1,3,5924.0,0.964571,107.162,DWARF,0,1.848668,675
TIC 385212998,385212998,100,100,10.84,154.5711,-13.6259,1,4,4577.0,0.710676,92.5637,DWARF,0,1.871343,676
TIC 71733813,71733813,100,100,11.18,166.4942,-44.8713,2,1,4848.0,0.702579,118.3,DWARF,0,1.92939,677
TIC 181225718,181225718,100,100,10.36,174.9056,-41.6742,2,2,4441.0,0.746237,72.8863,DWARF,0,1.817754,678
TIC 141939869,141939869,100,100,12.82,177.9262,-33.2213,2,3,3541.0,0.431889,79.899,DWARF,0,1.834744,679
TIC 158200352,158200352,100,100,11.57,162.4862,-37.4482,2,4,4852.84,0.683061,148.197,DWARF,0,1.982919,680
TIC 166882500,166882500,100,100,12.1,192.9681,-49.6098,3,1,3369.0,0.596404,,DWARF,0,1.971081,681
TIC 390066015,390066015,100,100,13.44,182.4995,-59.5487,3,2,3284.0,0.42139,,DWARF,0,1.937368,682
TIC 359848512,359848512,100,100,10.37,185.2528,-72.0569,3,3,6009.0,0.919057,149.607,DWARF,0,2.000685,683
TIC 207970617,207970617,100,100,13.61,207.5274,-54.6828,3,4,3291.0,0.444395,107.134,DWARF,0,2.017538,684
TIC 361711730,361711730,100,100,10.91,243.8848,-69.2172,4,1,5845.94,0.958173,204.429,DWARF,0,2.144888,685
TIC 310051715,310051715,100,100,11.07,250.1318,-73.6815,4,2,4884.0,0.699931,115.402,DWARF,0,1.90411,686
TIC 294769705,294769705,100,100,11.83,267.8441,-71.0842,4,3,3971.0,0.601578,91.0253,DWARF,0,1.924584,687
TIC 293494697,293494697,100,100,11.83,262.3367,-67.2187,4,4,4025.0,0.65751,98.0441,DWARF,0,2.001805,688
TIC 54145213,54145213,100,100,9.88,160.4842,-29.9581,1,1,5117.0,0.903572,96.2057,DWARF,0,1.887926,689
TIC 219249241,219249241,100,100,11.84,171.711,-18.7509,1,2,3272.0,0.527124,53.05423,DWARF,0,1.811826,690
TIC 54963169,54963169,100,100,13.25,160.1786,-6.952,1,3,3322.0,0.403332,79.6444,DWARF,0,1.861325,691
TIC 334777479,334777479,100,100,8.35,157.7669,-17.5808,1,4,6216.8,1.27658,96.8436,DWARF,0,1.882096,692
TIC 94381583,94381583,100,100,10.54,177.3336,-49.6882,2,1,5107.0,0.830743,117.482,DWARF,0,1.946933,693
TIC 380136537,380136537,100,100,9.3,180.7653,-43.9005,2,2,5723.0,0.958291,96.6759,DWARF,0,1.822995,694
TIC 165295819,165295819,100,100,10.11,179.3063,-36.088,2,3,5190.0,0.813727,99.129,DWARF,0,1.842957,695
TIC 49175300,49175300,100,100,9.54,165.2947,-31.5466,2,4,4818.0,1.09949,88.445,DWARF,0,1.990383,696
TIC 248090623,248090623,100,100,13.09,193.2874,-46.1731,3,1,3612.0,0.476649,101.773,DWARF,0,1.974397,697
TIC 303427297,303427297,100,100,9.95,164.1904,-57.7559,3,2,5273.0,0.942541,106.335,DWARF,0,1.938601,698
TIC 329452831,329452831,100,100,10.32,191.8308,-67.854,3,3,4435.0,0.93081,88.727,DWARF,0,2.001722,699
TIC 289867259,289867259,100,100,10.84,205.082,-56.724,3,4,5811.0,0.855942,170.102,DWARF,0,2.032889,700
TIC 350462060,350462060,100,100,12.01,246.3237,-62.0315,4,1,5027.0,0.744484,198.509,DWARF,0,2.145711,701
TIC 426545891,426545891,100,100,13.93,245.2484,-74.9901,4,2,3133.0,0.365924,86.7122,DWARF,0,1.912782,702
TIC 294769703,294769703,100,100,12.22,267.8417,-71.0856,4,3,3798.0,0.550273,91.0528,DWARF,0,1.925156,703
TIC 76808851,76808851,100,100,10.92,270.8208,-58.2113,4,4,5230.0,0.824938,144.724,DWARF,0,2.016843,704
TIC 53576117,53576117,100,100,12.79,157.1761,-32.098,1,1,3556.0,0.467753,86.5889,DWARF,0,1.898033,705
TIC 423453011,423453011,100,100,9.37,168.5595,-21.5029,1,2,5867.0,0.948252,102.4,DWARF,0,1.827848,706
TIC 332830434,332830434,100,100,10.37,165.29,-17.2853,1,3,4626.0,0.801799,86.2669,DWARF,0,1.882131,707
TIC 1473625,1473625,100,100,8.75,146.9975,-12.5599,1,4,6267.0,1.19492,108.227,DWARF,0,1.904678,708
TIC 162897261,162897261,100,100,10.6,171.4241,-47.0623,2,1,5056.9,0.820399,115.598,DWARF,0,1.94805,709
TIC 22856978,22856978,100,100,11.95,186.1094,-44.0688,2,2,3813.0,0.526522,76.0624,DWARF,0,1.832833,710
TIC 157118870,157118870,100,100,10.32,175.1742,-33.3134,2,3,5007.0,0.77668,96.869,DWARF,0,1.844484,711
TIC 106260535,106260535,100,100,10.41,158.6417,-36.5957,2,4,5917.0,0.948902,166.021,DWARF,0,2.036443,712
TIC 163032300,163032300,100,100,11.01,190.9108,-51.0651,3,1,4873.0,0.773827,122.013,DWARF,0,1.979288,713
TIC 261753030,261753030,100,100,10.22,185.9457,-59.29,3,2,5690.0,0.88617,128.426,DWARF,0,1.939034,714
TIC 313272501,313272501,100,100,10.28,183.6429,-70.6137,3,3,5339.0,0.943546,126.691,DWARF,0,2.005526,715
TIC 317068109,317068109,100,100,13.66,203.9189,-60.5462,3,4,3214.0,0.448183,106.844,DWARF,0,2.034911,716
TIC 363596579,363596579,100,100,11.91,249.7174,-68.3769,4,1,5044.0,0.779894,200.919,DWARF,0,2.166071,717
TIC 402582101,402582101,100,100,10.17,222.9427,-73.4641,4,2,5758.0,0.875051,129.625,DWARF,0,1.918067,718
TIC 292296516,292296516,100,100,13.16,279.2502,-70.5863,4,3,3369.0,0.444093,90.391,DWARF,0,1.926948,719
TIC 293395175,293395175,100,100,9.46,261.5766,-68.0655,4,4,6350.0,1.17183,148.251,DWARF,0,2.029729,720
TIC 53576122,53576122,100,100,12.62,157.1835,-32.1021,1,1,3608.0,0.486984,85.0878,DWARF,0,1.899029,721
TIC 437258094,437258094,100,100,11.39,170.1765,-22.5138,1,2,3962.0,0.596802,73.6047,DWARF,0,1.829661,722
TIC 1007010,1007010,100,100,13.46,165.7495,-5.4454,1,3,3161.0,0.399519,78.3659,DWARF,0,1.895075,723
TIC 422203948,422203948,100,100,12.66,151.2773,-13.3641,1,4,3333.0,0.490206,79.0122,DWARF,0,1.912757,724
TIC 178566687,178566687,100,100,10.62,165.5024,-46.078,2,1,4852.9,0.820349,107.569,DWARF,0,1.951997,725
TIC 15359619,15359619,100,100,10.26,185.078,-48.9459,2,2,4832.0,0.777547,87.6572,DWARF,0,1.833453,726
TIC 165295812,165295812,100,100,8.9,179.3013,-36.0828,2,3,6017.0,1.08128,99.1589,DWARF,0,1.847876,727
TIC 49174442,49174442,100,100,10.35,165.2997,-33.2469,2,4,6003.0,0.963451,166.619,DWARF,0,2.037659,728
TIC 241343119,241343119,100,100,10.03,204.2877,-50.5771,3,1,5821.0,0.971268,136.341,DWARF,0,1.980678,729
TIC 376382827,376382827,100,100,10.74,179.4865,-58.3582,3,2,5151.0,0.786823,122.947,DWARF,0,1.939754,730
TIC 411128422,411128422,100,100,13.36,178.3703,-67.187,3,3,3175.0,0.468297,95.0084,DWARF,0,2.013043,731
TIC 210454085,210454085,100,100,8.57,212.2722,-57.4434,3,4,6366.0,1.44776,118.266,DWARF,0,2.035393,732
TIC 299171124,299171124,100,100,11.03,243.3022,-64.8122,4,1,5917.0,0.960433,220.227,DWARF,0,2.170934,733
TIC 425871236,425871236,100,100,12.44,235.158,-74.3311,4,2,3203.0,0.520683,72.5412,DWARF,0,1.921147,734
TIC 255989444,255989444,100,100,10.75,264.8382,-72.9878,4,3,5263.0,0.777141,128.849,DWARF,0,1.931,735
TIC 306202919,306202919,100,100,9.95,264.3987,-62.0599,4,4,5726.0,1.05078,140.766,DWARF,0,2.033024,736
TIC 167978166,167978166,100,100,10.27,152.0146,-26.6107,1,1,5033.0,0.840889,102.86,DWARF,0,1.903477,737
TIC 434496902,434496902,100,100,11.54,173.0196,-19.8472,1,2,3726.0,0.578166,68.8251,DWARF,0,1.832105,738
TIC 286278040,286278040,100,100,10.77,166.3415,-7.5998,1,3,4690.0,0.744869,99.4244,DWARF,0,1.89816,739
TIC 423393800,423393800,100,100,10.47,157.2313,-19.4446,1,4,5438.0,0.833239,128.564,DWARF,0,1.935539,740
TIC 81785400,81785400,100,100,12.04,168.0557,-53.7526,2,1,4126.0,0.591561,101.348,DWARF,0,1.951999,741
TIC 61815057,61815057,100,100,10.64,177.4348,-43.1188,2,2,4625.0,0.715803,87.1534,DWARF,0,1.837587,742
TIC 57186545,57186545,100,100,11.98,170.633,-31.075,2,3,3627.0,0.536469,73.6476,DWARF,0,1.855089,743
TIC 71621599,71621599,100,100,12.54,156.2007,-34.4499,2,4,3831.0,0.583701,114.645,DWARF,0,2.040381,744
TIC 405984131,405984131,100,100,11.63,193.8386,-59.2267,3,1,4784.0,0.673553,134.005,DWARF,0,1.982744,745
TIC 398386629,398386629,100,100,10.93,179.6726,-58.4646,3,2,5182.0,0.754712,129.367,DWARF,0,1.941563,746
TIC 449888653,449888653,100,100,10.01,201.2998,-64.9392,3,3,4664.0,1.01908,94.6177,DWARF,0,2.018417,747
TIC 321805583,321805583,100,100,13.75,206.0305,-64.2103,3,4,3064.0,0.439258,99.5106,DWARF,0,2.035439,748
TIC 424833024,424833024,100,100,12.66,237.001,-60.1021,4,1,4182.0,0.663983,153.886,DWARF,0,2.176314,749
TIC 425854703,425854703,100,100,13.02,234.6565,-74.1135,4,2,3271.0,0.455849,82.0028,DWARF,0,1.921642,750
TIC 312030499,312030499,100,100,11.34,264.9288,-72.9396,4,3,4890.01,0.679407,128.683,DWARF,0,1.93226,751
