#
# Full target list for orbit 221, sector 105
# Created Wed May 13 16:58:56 EDT 2026 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
TICID,Camera,CCD,Tmag,RA,Dec
142300527,4,2,11.09,40.8416,-42.5260
142304592,4,2,8.06,41.2670,-45.3653
142305375,4,2,17.32,41.3240,-42.6728
142305546,4,2,9.67,41.3097,-43.7388
142305549,4,2,9.88,41.2950,-43.7451
142306008,4,2,5.70,41.3196,-46.2870
142306027,4,2,16.75,41.3750,-46.4028
142314939,3,3,15.22,41.5954,-47.8422
142315312,4,2,8.06,41.4701,-45.6077
142315628,4,2,8.59,41.5561,-43.7498
142315970,4,2,16.84,41.7273,-42.1605
142316211,4,2,11.23,41.7306,-43.3979
142316375,4,2,14.80,41.7477,-44.3550
142317154,4,2,10.74,41.8030,-46.7586
142350859,4,2,13.67,42.0620,-41.9970
142350889,4,2,12.47,42.0462,-42.2411
142351366,4,2,9.36,42.0142,-44.8224
142832854,4,3,10.26,50.1471,-34.5519
142832979,4,3,11.07,50.1464,-33.6419
142833058,4,3,11.01,50.1163,-33.1895
142850325,4,3,11.71,50.0931,-32.3475
142850351,4,3,11.26,50.1385,-32.1776
142850492,4,3,10.60,50.0653,-31.1870
142850678,4,3,12.18,50.0902,-30.0619
142850837,4,3,11.52,50.2761,-30.8681
142850854,4,3,11.19,50.2535,-30.9909
142850880,4,3,10.14,50.2446,-31.1337
142850916,4,3,10.28,50.1883,-31.3092
142850980,4,3,11.16,50.2804,-31.7532
142850983,4,3,10.62,50.2396,-31.7897
142851013,4,3,10.78,50.1544,-31.9901
142851029,4,3,11.20,50.2357,-32.1149
142851077,4,3,11.41,50.2162,-32.3962
142851266,4,3,10.98,50.1924,-33.5031
142851343,4,3,10.99,50.1569,-33.9756
142851388,4,3,11.19,50.1767,-34.1596
142851398,4,3,11.52,50.2847,-34.2349
142851458,4,3,11.73,50.2041,-34.5664
142851546,4,3,8.11,50.1772,-35.1986
142851561,4,3,16.20,50.2583,-35.3561
142851864,4,3,11.46,50.4045,-34.5606
142851951,4,3,11.86,50.3639,-34.1701
142852005,4,3,8.46,50.3338,-33.8856
142852131,4,3,12.09,50.3100,-33.0256
142852153,4,3,11.39,50.3944,-32.8837
142852175,4,3,10.45,50.3594,-32.7871
142852189,4,3,10.77,50.3976,-32.6702
142852289,4,3,11.34,50.3331,-32.0144
142852373,4,3,12.75,50.4026,-31.4477
142852542,4,3,11.36,50.3779,-30.4687
142852549,4,3,11.17,50.3601,-30.4390
142852626,4,3,8.08,50.3301,-29.9879
142852657,4,3,11.09,50.4357,-30.0365
142852717,4,3,10.41,50.5065,-30.3770
142852833,4,3,10.87,50.5269,-31.0742
142865181,4,3,10.13,50.4918,-31.7588
142865197,4,3,11.49,50.4307,-31.8269
142865259,4,3,11.82,50.4837,-32.1180
142865422,4,3,12.04,50.4666,-33.0825
142865426,4,3,11.72,50.5112,-33.0995
142865437,4,3,13.50,50.4370,-33.1636
142865497,4,3,10.77,50.4653,-33.5280
142865550,4,3,10.88,50.5110,-33.8188
142865552,4,3,11.05,50.5058,-33.8214
142865560,4,3,11.22,50.5508,-33.8542
142865636,4,3,11.91,50.4963,-34.3269
142865652,4,3,11.18,50.4344,-34.4098
142865719,4,3,12.05,50.5691,-34.7829
142865864,4,3,15.08,50.5640,-35.7887
142866215,4,3,11.24,50.6950,-33.7246
142866300,4,3,12.13,50.6676,-33.0974
142866312,4,3,8.24,50.5903,-32.9947
142866485,4,3,11.14,50.6732,-31.7743
142866523,4,3,11.01,50.6638,-31.4825
142866592,4,3,10.31,50.6385,-31.0588
142866602,4,3,11.27,50.6711,-30.9910
142866611,4,3,12.70,50.5839,-30.9656
142866642,4,3,10.67,50.6732,-30.7679
142866660,4,3,9.19,50.6731,-30.6930
142866727,4,3,10.14,50.6185,-30.3111
142866733,4,3,11.48,50.6051,-30.2933
142866787,4,3,11.89,50.6367,-29.9537
142866818,4,3,11.15,50.7098,-30.0637
142866900,4,3,11.04,50.8330,-30.5503
142866943,4,3,10.57,50.7711,-30.7993
142866958,4,3,11.84,50.8253,-30.9071
142866980,4,3,11.03,50.8227,-31.0421
142867053,4,3,10.37,50.8061,-31.4972
142867155,4,3,11.71,50.8343,-32.1715
142867171,4,3,10.09,50.7443,-32.2576
142867188,4,3,11.81,50.7160,-32.3426
142867278,4,3,16.48,50.8144,-32.7937
142867293,4,3,10.92,50.7323,-32.8929
142867297,4,3,11.49,50.8199,-32.9109
142867337,4,3,10.72,50.7236,-33.1255
142867344,4,3,11.36,50.8483,-33.1647
142867345,4,3,11.02,50.8321,-33.1657
142867446,4,3,10.60,50.7278,-33.7895
142867499,4,3,11.48,50.7118,-34.1157
142867507,4,3,12.03,50.7464,-34.1800
142867566,4,3,11.49,50.7855,-34.5534
142867575,4,3,11.32,50.8264,-34.5875
142867576,4,3,10.78,50.7339,-34.5932
142867581,4,3,13.46,50.8162,-34.5980
142867885,4,3,10.15,50.8546,-35.5023
142868019,4,3,11.20,50.9025,-34.7886
142868052,4,3,11.47,50.9728,-34.6097
142868094,4,3,10.31,50.9868,-34.3044
142868190,4,3,10.95,50.9859,-33.7349
142868249,4,3,10.61,50.8760,-33.4192
142868366,4,3,5.34,50.9361,-32.7071
142868408,4,3,11.75,50.9046,-32.4868
142868440,4,3,10.37,50.9648,-32.3100
142868497,4,3,11.21,50.9149,-32.0215
142868545,4,3,10.92,50.8881,-31.6283
142868598,4,3,10.89,50.8870,-31.3901
142868605,4,3,11.52,50.9266,-31.3399
142868618,4,3,10.94,50.9197,-31.2858
142868621,4,3,10.21,50.9427,-31.2654
142868634,4,3,10.09,50.9038,-31.1579
142868669,4,3,11.58,50.8658,-30.9257
142868670,4,3,11.03,50.8739,-30.9238
142868841,4,3,10.10,51.0108,-29.9189
142868953,4,3,11.38,51.1247,-30.7123
142868983,4,3,11.96,51.0027,-30.9286
142869010,4,3,10.50,51.1278,-31.1114
142869018,4,3,11.31,51.1231,-31.1610
142869023,4,3,10.72,50.9919,-31.1935
142869054,4,3,11.39,51.0861,-31.4318
142869071,4,3,11.53,51.0641,-31.5457
142869135,4,3,10.94,51.0911,-31.8755
142869172,4,3,11.65,51.1078,-32.1348
142869225,4,3,11.41,51.0077,-32.4028
142869293,4,3,11.38,51.0391,-32.8062
142869384,4,3,10.78,51.0846,-33.3355
142869396,4,3,10.55,51.0677,-33.4064
142869894,4,3,13.14,51.1389,-35.4011
142869937,4,3,13.96,51.1528,-35.1497
142869991,4,3,11.36,51.1352,-34.8727
142869999,4,3,10.17,51.2657,-34.8309
142870225,4,3,11.33,51.1647,-33.4233
142870239,4,3,11.00,51.1686,-33.3604
142870249,4,3,10.39,51.2472,-33.3036
142870379,4,3,10.98,51.2472,-32.4898
142870397,4,3,13.05,51.1495,-32.3647
142873429,4,3,11.18,51.2129,-31.4733
142873543,4,3,10.31,51.1420,-30.7751
142873559,4,3,12.41,51.1564,-30.6898
142873560,4,3,14.51,51.1546,-30.6893
142873708,4,3,9.98,51.3756,-30.0006
142873837,4,3,11.98,51.3223,-30.8097
142873868,4,3,16.50,51.4019,-30.9831
142873935,4,3,11.52,51.2703,-31.2926
142873980,4,3,11.66,51.3918,-31.5160
142873986,4,3,12.06,51.3014,-31.6056
142874040,4,3,11.25,51.3696,-31.9397
142874106,4,3,12.03,51.3055,-32.3273
142874131,4,3,10.82,51.3344,-32.4893
142874405,4,3,11.11,51.3137,-34.0676
142874467,4,3,11.54,51.2720,-34.4783
142874476,4,3,11.44,51.3576,-34.4942
142874509,4,3,11.48,51.3354,-34.7151
142874516,4,3,12.73,51.2934,-34.7558
142874517,4,3,12.56,51.2925,-34.7577
142874534,4,3,12.83,51.2688,-34.8401
142874605,4,3,15.18,51.3054,-35.2654
142874685,4,3,14.09,51.3066,-35.6719
142874735,4,3,6.34,51.4830,-35.9209
142874825,4,3,9.97,51.5058,-35.3515
142874848,4,3,13.52,51.4598,-35.2211
142874857,4,3,17.59,51.5058,-35.1800
142874960,4,3,12.10,51.4712,-34.5337
142874969,4,3,11.22,51.4834,-34.4906
142874975,4,3,10.35,51.4414,-34.4582
142875031,4,3,10.89,51.4591,-34.1724
142875033,4,3,11.11,51.5242,-34.1591
142875040,4,3,10.67,51.4155,-34.1335
142875066,4,3,10.41,51.4803,-34.0101
142875073,4,3,11.49,51.4234,-33.9717
142875079,4,3,11.38,51.4192,-33.9475
142875270,4,3,10.62,51.4789,-32.7834
142875437,4,3,14.32,51.4488,-31.9393
142875477,4,3,8.05,51.5309,-31.6612
142875525,4,3,11.50,51.4471,-31.3650
142875764,4,3,14.12,51.5004,-30.0234
142875771,4,3,10.80,51.4568,-29.9673
142875881,4,3,10.85,51.5932,-30.4755
142875914,4,3,11.53,51.6342,-30.6412
142875921,4,3,11.82,51.6720,-30.6938
142875938,4,3,8.35,51.5653,-30.7610
142875966,4,3,10.68,51.5541,-30.9631
142875980,4,3,10.70,51.6306,-31.0466
142875987,4,3,14.35,51.6429,-31.0618
142876077,4,3,10.88,51.6070,-31.5882
142876181,4,3,11.43,51.6450,-32.2055
142884338,4,3,10.28,51.6558,-32.3359
142884375,4,3,10.26,51.6189,-32.4185
142884465,4,3,10.97,51.5803,-32.6963
142884522,4,3,10.71,51.5954,-32.8168
142884592,4,3,10.83,51.6442,-33.0091
142884815,4,3,8.46,51.5490,-33.7830
142884892,4,3,10.21,51.6417,-34.0068
142885102,4,3,10.74,51.5618,-34.6779
142885159,4,3,11.52,51.6352,-34.8588
142885536,4,3,11.54,51.7404,-35.9254
142885831,4,3,13.89,51.8273,-34.9720
142885904,4,3,13.20,51.7756,-34.7638
142886096,4,3,11.52,51.7745,-34.1842
142886119,4,3,11.62,51.8275,-34.1096
142886186,4,3,10.90,51.7281,-33.8856
142886242,4,3,11.89,51.7842,-33.6833
142886262,4,3,11.86,51.6891,-33.6472
142886294,4,3,11.85,51.8170,-33.5815
142886420,4,3,10.55,51.8276,-33.1648
142886590,4,3,10.78,51.8097,-32.6543
142886595,4,3,11.11,51.7614,-32.6366
142886824,4,3,11.10,51.7712,-31.8796
142886925,4,3,11.83,51.7981,-31.6040
142887055,4,3,10.41,51.8171,-31.2231
142887198,4,3,11.25,51.7067,-30.7022
142887200,4,3,10.75,51.8259,-30.7010
142887231,4,3,10.70,51.8259,-30.5443
142887340,4,3,11.93,51.8258,-30.1169
142887384,4,3,11.68,51.8119,-29.9898
142887393,4,3,10.64,51.7904,-29.9398
142887656,4,3,11.10,51.8551,-30.8733
142887710,4,3,11.24,51.9295,-31.0424
142887737,4,3,11.30,51.9071,-31.1033
142887809,4,3,11.42,51.8606,-31.3378
142887818,4,3,11.79,51.8734,-31.3703
142887842,4,3,11.59,51.8496,-31.4559
142888094,4,3,11.37,51.9295,-32.2355
142888304,4,3,10.68,51.9485,-32.7925
142888375,4,3,10.41,51.9227,-32.9736
142888380,4,3,11.63,51.9019,-33.0100
142888496,4,3,10.44,51.8469,-33.3376
142888704,4,3,11.59,51.8664,-33.9632
142888712,4,3,10.26,51.9653,-33.9771
142888792,4,3,11.68,51.9086,-34.3530
142888801,4,3,10.08,51.9360,-34.3944
142888822,4,3,10.60,51.9080,-34.4543
142888833,4,3,8.19,51.8464,-34.5061
142888834,4,3,11.61,51.8928,-34.5064
142888850,4,3,10.83,51.8770,-34.5424
142888910,4,3,10.23,51.9620,-34.7436
142888990,4,3,12.74,51.8470,-34.9339
142889216,4,3,4.62,51.8900,-35.6813
142889317,4,3,8.82,52.0313,-35.9121
142889318,4,3,15.07,52.0396,-35.9102
142889338,4,3,6.44,52.0484,-35.8535
142928947,4,3,11.60,52.0973,-34.9159
142928966,4,3,12.00,52.0082,-34.8164
142929022,4,3,10.48,52.0772,-34.5231
142929056,4,3,11.47,51.9821,-34.2956
142929085,4,3,11.24,52.0571,-34.0963
142929142,4,3,12.46,51.9950,-33.7838
142929276,4,3,11.31,51.9970,-33.0288
142929326,4,3,10.80,52.0781,-32.7061
142929460,4,3,11.31,51.9989,-31.9714
142929481,4,3,9.83,52.0536,-31.8232
142929518,4,3,10.18,51.9734,-31.6088
142929627,4,3,11.35,52.0493,-30.9892
142929709,4,3,11.79,52.0679,-30.5435
142929712,4,3,11.44,52.0999,-30.5331
142929770,4,3,12.06,52.0139,-30.2204
142929812,4,3,11.60,52.0658,-29.8841
142929832,4,3,10.64,52.1823,-30.0565
142929895,4,3,11.00,52.1340,-30.4774
142929929,4,3,10.08,52.1557,-30.6647
142929959,4,3,10.94,52.2377,-30.8007
142929966,4,3,11.65,52.1152,-30.8409
142929992,4,3,10.95,52.1389,-31.0104
142930094,4,3,11.77,52.1860,-31.5570
142930112,4,3,11.67,52.2209,-31.6580
142930166,4,3,10.33,52.1872,-32.0008
142930285,4,3,16.71,52.2130,-32.6393
142930308,4,3,11.44,52.1368,-32.7422
142930366,4,3,11.07,52.2190,-33.0323
142930412,4,3,10.47,52.2091,-33.2899
142930468,4,3,11.79,52.1439,-33.6256
142930469,4,3,11.76,52.1362,-33.6262
142930505,4,3,10.78,52.2468,-33.8548
142930537,4,3,11.72,52.1697,-34.0292
142930606,4,3,10.23,52.1565,-34.4916
142930629,4,3,10.07,52.2267,-34.5704
142930651,4,3,11.87,52.2429,-34.6819
142930829,4,3,14.18,52.1561,-35.6580
142930920,4,3,12.54,52.2768,-35.6853
142930937,4,3,8.13,52.3352,-35.5821
142930997,4,3,14.99,52.3513,-35.2415
142931052,4,3,10.28,52.3728,-34.9340
142931103,4,3,11.28,52.2843,-34.6684
142931426,4,3,11.13,52.3568,-32.9199
142931464,4,3,11.28,52.3768,-32.7233
142931497,4,3,10.97,52.2807,-32.4664
142931519,4,3,10.41,52.3244,-32.3646
142931562,4,3,11.46,52.3720,-32.1174
142931567,4,3,10.82,52.3605,-32.0962
142937186,4,3,9.01,52.2923,-31.3627
142937274,4,3,11.34,52.3833,-30.9321
142937307,4,3,10.74,52.3519,-30.7096
142937403,4,3,11.71,52.3037,-30.2437
142937412,4,3,11.82,52.3217,-30.1998
142937493,4,3,11.16,52.4607,-30.0577
142937519,4,3,11.06,52.3967,-30.2067
142937545,4,3,10.73,52.4008,-30.3732
142937548,4,3,10.61,52.5068,-30.3887
142937566,4,3,12.11,52.4058,-30.4863
142937634,4,3,11.23,52.4002,-30.8604
142937696,4,3,11.10,52.5211,-31.2633
142937702,4,3,10.71,52.4097,-31.3339
142937704,4,3,11.45,52.4336,-31.3406
142937789,4,3,10.28,52.5146,-31.7756
142937917,4,3,10.65,52.5094,-32.4878
142937955,4,3,8.44,52.4669,-32.6382
142938233,4,3,10.95,52.5076,-34.1612
142938489,4,3,16.29,52.3968,-35.6786
142938499,4,3,7.07,52.4914,-35.7488
142938655,4,3,13.88,52.6457,-35.2093
142938659,4,3,13.84,52.6475,-35.2037
142938846,4,3,12.14,52.5751,-34.0431
142938954,4,3,8.36,52.6597,-33.5301
142938987,4,3,11.82,52.5659,-33.3022
142939064,4,3,10.60,52.5400,-32.7969
142939077,4,3,11.47,52.6061,-32.7249
142939078,4,3,10.20,52.6221,-32.7248
142939150,4,3,11.70,52.5817,-32.3970
142939183,4,3,11.73,52.6183,-32.1161
142939212,4,3,11.39,52.5425,-31.9381
142939347,4,3,11.00,52.5850,-31.2519
142939409,4,3,10.30,52.6471,-30.9174
142939420,4,3,11.56,52.6067,-30.8374
142939517,4,3,7.84,52.6482,-30.3350
142939557,4,3,10.99,52.6034,-30.0749
142939572,4,3,10.95,52.6439,-29.9939
142939677,4,3,9.20,52.7002,-30.4385
142939705,4,3,13.31,52.6805,-30.5800
142939720,4,3,14.32,52.7731,-30.6524
142939723,4,3,11.23,52.7365,-30.6627
142939745,4,3,10.59,52.7177,-30.8280
142939857,4,3,11.63,52.6800,-31.4738
142939858,4,3,10.83,52.7421,-31.4801
142939955,4,3,10.28,52.6917,-31.9746
142940008,4,3,11.03,52.7891,-32.2999
142942757,4,3,11.25,52.7442,-32.7280
142943036,4,3,11.82,52.7062,-34.1941
142943540,4,3,10.57,52.9239,-34.9509
142943588,4,3,9.48,52.9397,-34.6197
142943730,4,3,11.05,52.8754,-33.9707
142943760,4,3,11.05,52.8356,-33.8071
142943897,4,3,11.65,52.8574,-33.0828
142943930,4,3,11.83,52.8938,-32.8862
142943959,4,3,10.40,52.9017,-32.6968
142943990,4,3,11.40,52.8503,-32.5004
142944000,4,3,11.35,52.8756,-32.4477
142944017,4,3,10.49,52.8906,-32.3294
142944116,4,3,7.59,52.8957,-31.6736
142944125,4,3,11.19,52.8144,-31.6023
142944142,4,3,11.55,52.8260,-31.4867
142944164,4,3,12.01,52.9438,-31.3184
142944176,4,3,10.53,52.8188,-31.2702
142944190,4,3,10.11,52.8495,-31.2023
142944236,4,3,10.10,52.8746,-30.9833
142944290,4,3,13.84,52.8765,-30.7137
142944411,4,3,11.72,52.8579,-30.1508
142944493,4,3,10.76,52.9588,-30.1453
142944549,4,3,10.76,52.9774,-30.4481
142944595,4,3,12.19,53.0380,-30.7116
142944741,4,3,11.23,53.0059,-31.5082
142944895,4,3,10.71,53.0071,-32.3009
142944903,4,3,11.07,53.0301,-32.3302
142945142,4,3,11.12,52.9937,-33.4895
142945149,4,3,11.30,53.0336,-33.5270
142945271,4,3,13.60,53.0341,-34.2223
142945297,4,3,10.95,53.0019,-34.3766
142945301,4,3,10.50,53.0612,-34.3872
142945376,4,3,11.50,52.9693,-34.7323
142945544,4,3,10.47,53.0784,-35.6540
142945545,4,3,15.79,53.0506,-35.6621
142958248,4,3,11.66,53.1149,-34.9424
142958342,4,3,11.06,53.1389,-34.4922
142958504,4,3,10.20,53.1451,-33.5480
142958565,4,3,11.38,53.1896,-33.1448
142958662,4,3,11.49,53.2114,-32.6421
142958718,4,3,11.34,53.1272,-32.3095
142958941,4,3,8.88,53.1132,-31.0789
142959096,4,3,11.66,53.1685,-30.2096
142959200,4,3,10.79,53.2905,-30.1663
142959260,4,3,9.60,53.3061,-30.5125
142959282,4,3,12.07,53.3346,-30.6666
142959341,4,3,10.21,53.2328,-30.9622
142959472,4,3,12.03,53.2950,-31.6211
142959645,4,3,10.77,53.3087,-32.5867
142959739,4,3,11.52,53.2940,-33.0187
142959742,4,3,10.93,53.3106,-33.0354
142959790,4,3,13.48,53.2334,-33.2965
142960009,4,3,11.11,53.3525,-34.4396
142960035,4,3,11.25,53.3401,-34.5508
142960339,4,3,13.06,53.4691,-35.5219
142960439,4,3,12.88,53.4513,-34.9937
142960456,4,3,11.73,53.4960,-34.8809
142960487,4,3,11.39,53.4475,-34.7618
142960642,4,3,11.63,53.3877,-33.9310
142960645,4,3,10.46,53.4645,-33.9250
142960733,4,3,8.06,53.4738,-33.4373
142960773,4,3,10.66,53.4159,-33.1383
142960917,4,3,10.25,53.4511,-32.5413
142960940,4,3,11.26,53.4160,-32.3334
142960954,4,3,10.51,53.4304,-32.2640
142960979,4,3,11.25,53.4941,-32.1371
142961056,4,3,8.52,53.4978,-31.7729
142976399,4,3,10.35,53.4880,-31.5394
142976444,4,3,11.14,53.4024,-31.2328
142976476,4,3,5.72,53.4864,-31.0796
142976526,4,3,11.12,53.4310,-30.8235
142976550,4,3,10.13,53.3869,-30.6229
142976580,4,3,12.15,53.4742,-30.5469
142976649,4,3,10.17,53.5015,-30.2707
142976661,4,3,10.46,53.4033,-30.2101
142976731,4,3,10.74,53.3852,-29.8950
142976806,4,3,11.47,53.5365,-30.3151
142977100,4,3,11.79,53.5591,-31.8554
142977105,4,3,5.16,53.6401,-31.8748
142977137,4,3,11.70,53.5687,-32.0773
142977140,4,3,11.68,53.5833,-32.0890
142977255,4,3,10.77,53.5970,-32.8291
142977475,4,3,11.32,53.5355,-34.0273
142977531,4,3,10.49,53.5766,-34.3246
142977571,4,3,14.85,53.5816,-34.5215
142977635,4,3,6.66,53.6243,-34.8328
142977668,4,3,12.49,53.6322,-35.0176
142977932,4,3,10.89,53.6615,-35.4845
142978079,4,3,11.21,53.7595,-34.7641
142978143,4,3,11.04,53.7306,-34.4269
142978194,4,3,10.76,53.7673,-34.0741
142978263,4,3,10.96,53.6684,-33.6764
142978303,4,3,10.91,53.7497,-33.4853
142978390,4,3,10.71,53.7660,-33.0330
142978399,4,3,10.16,53.7700,-32.9872
142978427,4,3,10.37,53.6832,-32.8451
142978482,4,3,11.29,53.7154,-32.5247
142978597,4,3,11.63,53.6967,-31.8154
142978609,4,3,11.84,53.7037,-31.7691
142978797,4,3,10.87,53.6650,-30.9166
142978900,4,3,11.32,53.7172,-30.4755
142978910,4,3,10.66,53.7317,-30.4409
142978913,4,3,11.36,53.7803,-30.4282
142978972,4,3,11.45,53.7199,-30.1941
142979187,4,3,11.96,53.8640,-30.8140
142979223,4,3,10.96,53.8884,-30.9778
142979379,4,3,11.35,53.9063,-31.7076
142981956,4,3,12.82,53.8739,-32.3095
142982024,4,3,11.07,53.7931,-32.6490
142982103,4,3,11.85,53.8969,-33.0808
142982210,4,3,10.13,53.8254,-33.5992
142982224,4,3,11.00,53.8052,-33.6956
142982294,4,3,10.66,53.7912,-34.0297
142982464,4,3,10.65,53.8782,-34.6839
142982488,4,3,16.05,53.8904,-34.8341
142982500,4,3,11.87,53.7916,-34.9005
142982701,4,3,8.44,53.8848,-35.8696
142983150,4,3,9.33,53.9470,-33.7284
142983239,4,3,10.09,54.0653,-33.2984
142983341,4,3,18.09,54.0659,-32.8883
142983371,4,3,11.31,53.9632,-32.7418
142983853,4,3,11.18,53.9289,-30.3485
142984046,4,3,10.36,54.1115,-30.3783
142984065,4,3,10.36,54.1987,-30.4788
142984562,4,3,13.83,54.2006,-32.6638
143021874,4,3,6.45,54.2146,-33.7806
143022520,4,3,8.71,54.3484,-30.9229
143022548,4,3,15.36,54.2646,-30.7089
143022688,4,3,10.21,54.2683,-30.0745
143023563,4,3,8.56,54.3807,-33.9497
143024018,4,3,12.26,54.5368,-35.5720
143024438,4,3,15.77,54.5050,-33.5727
143028097,4,3,8.00,54.5141,-32.7413
143028115,4,3,10.55,54.4902,-32.6881
143028327,4,3,12.59,54.6203,-31.4882
143028361,4,3,5.57,54.5413,-31.2994
143029077,4,3,10.47,54.6573,-32.0192
143029426,4,3,13.93,54.6944,-33.6247
143029484,4,3,9.36,54.7621,-33.9668
143029733,4,3,5.93,54.6760,-35.2041
143029977,4,3,13.90,54.8997,-35.4268
143030011,4,3,11.23,54.8708,-35.2897
143030021,4,3,10.28,54.7971,-35.2296
143030532,4,3,10.65,54.7692,-32.8335
143030609,4,3,10.17,54.8780,-32.4317
143030816,4,3,12.68,54.8655,-31.4062
143030983,4,3,10.38,54.8165,-30.6037
143031108,4,3,11.77,54.9593,-29.9811
143041361,4,3,10.32,54.9174,-30.5153
143041454,4,3,14.09,54.9843,-30.9266
143041544,4,3,8.81,54.9735,-31.3419
143042696,4,3,8.22,55.1538,-35.0910
143043053,4,3,10.69,55.1012,-33.2222
143043426,4,3,11.03,55.0850,-31.3639
143043428,4,3,11.36,55.0817,-31.3577
143043648,4,3,15.89,55.0757,-30.2610
143043711,4,3,10.14,55.2843,-29.9211
143043749,4,3,10.28,55.2236,-30.1124
143043809,4,3,13.56,55.2806,-30.3916
143044319,4,3,14.48,55.2588,-32.8502
143256723,1,4,10.07,293.4583,-47.1007
143257768,1,4,11.20,293.3898,-45.8916
143289124,1,4,10.36,293.5033,-44.2039
143289803,1,4,8.32,293.5280,-43.4644
143290555,1,4,13.24,293.5251,-42.6819
143291736,1,4,16.75,293.6927,-42.3611
143291764,1,4,11.93,293.6070,-42.3868
143295589,1,4,8.29,293.5698,-46.6795
143348170,1,4,13.50,293.9077,-44.1499
143359172,1,4,5.72,294.0363,-46.1516
143361902,1,4,11.70,294.1556,-42.9581
143396585,1,4,8.14,294.2075,-44.5998
143397930,1,4,12.90,294.3508,-46.0617
143398024,1,4,8.24,294.3100,-46.1606
143398876,1,4,9.62,294.3496,-47.2283
143408341,1,4,11.96,294.6253,-43.5463
143410687,1,4,16.28,294.6496,-46.2161
143410850,1,4,10.67,294.5722,-46.3981
143461757,1,4,8.33,294.8459,-43.1336
143462428,1,4,8.19,294.8616,-43.8659
143463471,1,4,13.82,294.8629,-45.0612
143463658,1,4,5.97,294.9238,-45.2785
143657942,1,4,7.56,285.1974,-47.0444
143762392,1,4,8.12,285.3906,-46.9669
143764215,1,4,15.17,285.5821,-47.5441
143821220,2,4,8.89,330.9748,-53.2354
143822655,2,3,8.52,330.8141,-48.2705
143853116,2,4,16.88,331.6284,-52.7388
143854657,2,3,15.95,331.7523,-48.2973
143854910,2,3,13.92,331.8419,-49.2868
143856626,2,4,14.09,331.9707,-52.5574
143856845,2,4,8.31,331.9052,-51.8782
143857356,2,3,16.18,331.9472,-50.0252
143859261,2,4,14.75,332.1664,-52.0568
143894194,2,4,13.88,332.1066,-53.2590
143895646,2,3,8.68,332.2560,-49.8870
143896271,2,3,5.22,332.4919,-48.1081
143897365,2,4,7.13,332.5919,-51.9609
143923307,2,4,14.41,332.6955,-52.1093
143924219,2,3,8.32,332.7033,-48.8907
143948150,2,4,8.81,333.2350,-51.7088
143949910,2,3,16.60,333.3409,-50.3343
143950557,2,3,11.50,333.4063,-48.2200
143951121,2,3,12.08,333.5498,-49.3247
143951327,2,3,11.28,333.6194,-50.0314
143981396,2,3,8.14,335.5095,-49.0506
143981856,2,3,16.78,335.8493,-48.3841
143982570,2,3,16.46,335.7625,-50.6749
143999207,2,3,12.76,336.1081,-49.5973
144000467,2,4,8.23,336.2640,-53.8114
144000801,2,4,11.01,336.2794,-52.5367
144002497,2,3,15.91,336.5095,-49.1550
144002630,2,3,8.28,336.5132,-49.5655
144002706,2,3,5.13,336.4427,-49.8259
144003280,2,4,11.26,336.4865,-51.7480
144003308,2,4,9.31,336.4672,-51.8141
144004245,2,4,8.07,336.6542,-52.6813
144004513,2,4,9.31,336.6033,-51.8137
144046368,2,3,6.84,336.8566,-49.3684
144048277,2,4,5.54,337.1253,-51.7881
144062865,2,3,12.32,337.2755,-48.6655
144062866,2,3,12.50,337.2446,-48.6726
144062960,2,3,9.12,337.2039,-48.9232
144063051,2,3,11.90,337.2041,-49.2715
144065598,2,3,12.96,337.4524,-48.9751
144065872,2,3,9.50,337.4582,-48.0031
144067198,2,4,13.88,337.6186,-52.7427
144067396,2,4,8.60,337.5174,-53.5281
144068001,2,4,8.92,337.8560,-52.0765
144068704,2,3,6.25,337.7500,-49.4347
144069244,2,3,16.79,337.8591,-48.3266
144069454,2,3,8.98,337.9546,-49.1759
144070406,2,4,9.24,338.0089,-52.8623
144070566,2,4,5.97,337.8888,-53.3826
144193450,2,3,15.54,327.8009,-44.4430
144193687,2,3,13.79,327.6784,-43.6747
144193715,2,3,10.34,327.7528,-43.5624
144194304,2,3,9.17,327.9725,-42.3734
144199300,2,3,8.53,327.9085,-47.8191
144200130,2,3,8.53,328.0131,-45.0080
144201151,2,3,13.73,328.2908,-42.4122
144201318,2,3,8.48,328.2590,-43.0291
144202131,2,3,8.50,328.2296,-46.0192
144217628,2,3,11.09,328.4338,-42.5713
144218334,2,3,8.73,328.5521,-43.8029
144218442,2,3,10.13,328.5943,-44.1635
144219287,2,3,8.03,328.5025,-47.0209
144252096,2,3,9.09,328.7982,-44.6935
144252186,2,3,9.77,328.6754,-44.2982
144276313,2,2,4.56,353.7694,-42.6151
144276893,2,2,8.38,353.8963,-44.5297
144276942,2,2,11.97,353.9034,-44.8088
144277475,2,2,8.26,353.8560,-47.7242
144284277,2,2,11.26,353.9662,-46.1851
144284279,2,2,8.55,353.9669,-46.1664
144284767,2,2,8.47,354.0056,-43.4480
144285137,2,2,8.07,354.1860,-42.3626
144285638,2,2,6.74,354.1428,-44.8930
144300633,2,2,16.55,354.3685,-44.1342
144301052,2,2,12.07,354.2973,-42.0104
